datetime,QQE_14_5_4.236,QQE_14_5_4.236_RSIMA,QQEl_14_5_4.236,QQEs_14_5_4.236
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,8.720245224766492,,
2022-01-16 23:14:59,,13.053631130887116,,
2022-01-16 23:14:59,,18.66628905069719,,
2022-01-16 23:14:59,,23.78544471737434,,
2022-01-16 23:14:59,,27.216096883071728,,
2022-01-16 23:14:59,,31.23984601484254,,
2022-01-16 23:14:59,,33.922345436023086,,
2022-01-16 23:14:59,,35.72958848788116,,
2022-01-16 23:14:59,,39.096634553444474,,
2022-01-16 23:14:59,,44.48716968297077,,
2022-01-16 23:14:59,,49.07498194950006,,
2022-01-16 23:14:59,,53.10758374255321,,
2022-01-16 23:14:59,,55.79598493792198,,
2022-01-16 23:14:59,,58.13197861656528,,
2022-01-16 23:14:59,,59.68930773566081,,
2022-01-16 23:14:59,,60.72752714839117,,
2022-01-16 23:14:59,,61.4334999251606,,
2022-01-16 23:14:59,,65.8957485644611,,
2022-01-16 23:14:59,,68.87058099066144,,
2022-01-16 23:14:59,,66.06137611509882,,
2022-01-16 23:14:59,,64.18857286472374,,
2022-01-16 23:14:59,,60.65011508764161,,
2022-01-16 23:14:59,,58.29114323625352,,
2022-01-16 23:14:59,,56.71849533532813,,
2022-01-16 23:14:59,,53.9624776539303,,
2022-01-16 23:14:59,,50.13975149094009,,
2022-01-16 23:14:59,,46.73996445385383,,
2022-01-16 23:14:59,,43.230096399361955,,
2022-01-16 23:14:59,,40.89018436303404,,
2022-01-16 23:14:59,,39.14793205314372,,
2022-01-16 23:14:59,,33.91688357721481,,
2022-01-16 23:14:59,,30.357013218453265,,
2022-01-16 23:14:59,,25.980791310774336,,
2022-01-16 23:14:59,,25.071869878111745,,
2022-01-16 23:14:59,,24.461177541501772,,
2022-01-16 23:14:59,,24.054049317095124,,
2022-01-16 23:14:59,,23.800781864059577,,
2022-01-16 23:14:59,,23.62600935111327,,
2022-01-16 23:14:59,,23.5094943424824,,
2022-01-16 23:14:59,,23.43181767006182,,
2022-01-16 23:14:59,,23.40439421013151,,
2022-01-16 23:14:59,,24.513515121824252,,
2022-01-16 23:14:59,,25.252929062952745,,
2022-01-16 23:14:59,,25.735749947585855,,
2022-01-16 23:14:59,,27.831624198537586,,
2022-01-16 23:14:59,,31.8701726466807,,
2022-01-16 23:14:59,,34.56253827877611,,
2022-01-16 23:14:59,,36.35744870017305,,
2022-01-16 23:14:59,,37.55405564777101,,
2022-01-16 23:14:59,,38.380812158868416,,
2022-01-16 23:14:59,,38.911182243140345,,
2022-01-16 23:14:59,,39.264762299321625,,
2022-01-16 23:14:59,,46.36690955647999,,
2022-01-16 23:14:59,41.175537891804275,51.101674394585565,41.175537891804275,
2022-01-16 23:14:59,44.351733991111416,54.258184286655954,44.351733991111416,
2022-01-16 23:14:59,46.47811185478768,56.36252421470288,46.47811185478768,
2022-01-16 23:14:59,46.47811185478768,48.74138078029058,46.47811185478768,
2022-01-16 23:14:59,52.76354219850214,42.620327352351126,,52.76354219850214
2022-01-16 23:14:59,45.15541752590782,34.75292269518785,,45.15541752590782
2022-01-16 23:14:59,40.19432482919317,29.507986257078997,,40.19432482919317
2022-01-16 23:14:59,36.9593104791839,26.007088975392527,,36.9593104791839
2022-01-16 23:14:59,34.84919797782049,23.673157454268214,,34.84919797782049
2022-01-16 23:14:59,33.46283748974966,22.117203106852003,,33.46283748974966
2022-01-16 23:14:59,32.47942724182681,21.021772596227745,,32.47942724182681
2022-01-16 23:14:59,31.803054854707966,20.291485589144905,,31.803054854707966
2022-01-16 23:14:59,29.98355336275272,18.444307318293337,,29.98355336275272
2022-01-16 23:14:59,28.766375477041727,17.236025288358764,,28.766375477041727
2022-01-16 23:14:59,27.35923547915483,15.865769714992888,,27.35923547915483
2022-01-16 23:14:59,26.375031091286615,14.952265999415639,,26.375031091286615
2022-01-16 23:14:59,26.375031091286615,22.462912081494864,,26.375031091286615
2022-01-16 23:14:59,17.348377471306122,28.93269771119394,17.348377471306122,
2022-01-16 23:14:59,18.338035239191967,29.98821750106426,18.338035239191967,
2022-01-16 23:14:59,19.041945750226148,30.70496808832883,19.041945750226148,
2022-01-16 23:14:59,19.557886341379046,31.182801813171878,19.557886341379046,
2022-01-16 23:19:59,21.8590125694527,33.440554909812946,21.8590125694527,
2022-01-16 23:19:59,23.419981417801594,34.93738587247495,23.419981417801594,
2022-01-16 23:19:59,25.559238876922908,37.00731429935392,25.559238876922908,
2022-01-16 23:19:59,29.656489065343383,41.07427345257886,29.656489065343383,
2022-01-16 23:19:59,33.792948810713256,45.21587010657655,33.792948810713256,
2022-01-16 23:19:59,36.53661258232944,47.96509996984082,36.53661258232944,
2022-01-16 23:19:59,38.394169307834915,49.808998200478946,38.394169307834915,
2022-01-16 23:19:59,39.653475301704695,51.024559308263775,39.653475301704695,
2022-01-16 23:19:59,40.554622539107804,51.847763292202856,40.554622539107804,
2022-01-16 23:19:59,43.24115645456509,54.46606024492137,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,51.56056720451398,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,49.63596491569406,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,47.91524874023528,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,46.76810462326275,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,46.018717450869524,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,48.68638057649711,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,50.46482266024883,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,53.65500294677654,43.24115645456509,
2022-01-16 23:19:59,45.29543043693723,55.76569562293887,45.29543043693723,
2022-01-16 23:19:59,46.78821758666338,57.17282407371376,46.78821758666338,
2022-01-16 23:19:59,48.36972350277954,58.659621558898436,48.36972350277954,
2022-01-16 23:19:59,49.45432015608431,59.63105165612312,49.45432015608431,
2022-01-16 23:19:59,50.5043407170051,60.5514650312243,50.5043407170051,
2022-01-16 23:19:59,52.77202998555682,62.70263187129024,52.77202998555682,
2022-01-16 23:19:59,58.67012111350191,68.5765340050453,58.67012111350191,
2022-01-16 23:19:59,62.577073081937854,72.49681222673335,62.577073081937854,
2022-01-16 23:19:59,66.12042143067599,76.07844733033718,66.12042143067599,
2022-01-16 23:19:59,69.37399522558506,79.38570468560106,69.37399522558506,
2022-01-16 23:19:59,71.6359149226103,81.69269177836554,71.6359149226103,
2022-01-16 23:19:59,73.15588645075822,83.23351295721648,73.15588645075822,
2022-01-16 23:19:59,74.49709866773011,84.57017447339702,74.49709866773011,
2022-01-16 23:19:59,76.20742022364124,86.26173743995577,76.20742022364124,
2022-01-16 23:19:59,77.38020613297338,87.39146731319701,77.38020613297338,
2022-01-16 23:19:59,78.18685853584319,88.12578730904033,78.18685853584319,
2022-01-16 23:19:59,78.7812037075118,88.61768645635878,78.7812037075118,
2022-01-16 23:19:59,79.77830339585395,89.4952321794926,79.77830339585395,
2022-01-16 23:19:59,80.4836672316709,90.0601440655415,80.4836672316709,
2022-01-16 23:19:59,81.02209936579776,90.43675198957409,81.02209936579776,
2022-01-16 23:19:59,81.45751348713381,90.69007494723122,81.45751348713381,
2022-01-16 23:19:59,81.85965790446423,90.89248174764698,81.85965790446423,
2022-01-16 23:19:59,82.20998803823147,91.02741961459083,82.20998803823147,
2022-01-16 23:19:59,82.61466818252903,91.20523496894725,82.61466818252903,
2022-01-16 23:19:59,83.2153901763233,91.5744950724975,83.2153901763233,
2022-01-16 23:19:59,83.7008967263583,91.8231502917224,83.7008967263583,
2022-01-16 23:19:59,84.13715886921688,92.01795876217574,84.13715886921688,
2022-01-16 23:19:59,84.99168718175989,92.63747587033463,84.99168718175989,
2022-01-16 23:19:59,85.63934334353263,93.0524543098643,85.63934334353263,
2022-01-16 23:19:59,86.14846373304313,93.3291066028841,86.14846373304313,
2022-01-16 23:19:59,86.5318113078089,93.47860480628682,86.5318113078089,
2022-01-16 23:19:59,86.86640103354213,93.57827027522198,86.86640103354213,
2022-01-16 23:19:59,87.16821515580645,93.64471392117875,87.16821515580645,
2022-01-16 23:19:59,86.84757254510919,80.31906698817123,,86.84757254510919
2022-01-16 23:19:59,78.15231188556275,71.41994237933558,,78.15231188556275
2022-01-16 23:19:59,72.50318690982215,65.50147419360307,,72.50318690982215
2022-01-16 23:19:59,68.82193799931737,61.53805000433215,,68.82193799931737
2022-01-16 23:19:59,67.94514761965219,60.43119653584552,,67.94514761965219
2022-01-16 23:19:59,67.94514761965219,62.98413617106703,,67.94514761965219
2022-01-16 23:19:59,67.94514761965219,64.66673199070691,,67.94514761965219
2022-01-16 23:19:59,67.94514761965219,61.01736886184328,,67.94514761965219
2022-01-16 23:19:59,66.77677432432183,58.48706296008621,,66.77677432432183
2022-01-16 23:19:59,63.88329194141522,55.41232265495947,,63.88329194141522
2022-01-16 23:19:59,61.977496853256085,53.3488620635662,,61.977496853256085
2022-01-16 23:19:59,60.62366215457877,51.87116845998247,,60.62366215457877
2022-01-16 23:19:59,57.92086389201954,49.045152520097,,57.92086389201954
2022-01-16 23:19:59,56.53487889459287,47.56624544894788,,56.53487889459287
2022-01-16 23:19:59,55.604612431764075,46.580307401515135,,55.604612431764075
2022-01-16 23:19:59,55.604612431764075,49.315951741203435,,55.604612431764075
2022-01-16 23:19:59,55.604612431764075,52.502373417768766,,55.604612431764075
2022-01-16 23:19:59,55.604612431764075,54.626654535478984,,55.604612431764075
2022-01-16 23:19:59,46.77955153587538,56.0428419472858,46.77955153587538,
2022-01-16 23:19:59,46.77955153587538,52.672429951292386,46.77955153587538,
2022-01-16 23:19:59,46.77955153587538,48.87987107859421,46.77955153587538,
2022-01-16 23:19:59,55.855282870621764,46.36797619119045,,55.855282870621764
2022-01-16 23:19:59,55.855282870621764,50.58839800626264,,55.855282870621764
2022-01-16 23:19:59,55.855282870621764,54.37937492085825,,55.855282870621764
2022-01-16 23:19:59,47.0621944201803,56.906692863921975,47.0621944201803,
2022-01-16 23:19:59,48.66053363509905,58.59157149263113,48.66053363509905,
2022-01-16 23:19:59,49.73556044035828,59.71482391177057,49.73556044035828,
2022-01-16 23:19:59,50.48810235365093,60.47445074621135,50.48810235365093,
2022-01-16 23:19:59,52.40227611756971,62.38507558199678,52.40227611756971,
2022-01-16 23:19:59,52.40227611756971,61.30546996964062,52.40227611756971,
2022-01-16 23:19:59,52.40227611756971,60.585732894736516,52.40227611756971,
2022-01-16 23:19:59,52.40227611756971,60.10590817813378,52.40227611756971,
2022-01-16 23:19:59,52.40227611756971,59.766736226627245,52.40227611756971,
2022-01-16 23:19:59,52.40227611756971,59.55497489949037,52.40227611756971,
2022-01-16 23:19:59,52.40227611756971,58.08066545109501,52.40227611756971,
2022-01-16 23:19:59,52.40227611756971,57.097792485498104,52.40227611756971,
2022-01-16 23:19:59,52.40227611756971,56.442543841766835,52.40227611756971,
2022-01-16 23:19:59,52.40227611756971,59.00443423558233,52.40227611756971,
2022-01-16 23:19:59,57.41909883763165,66.34250908543125,57.41909883763165,
2022-01-16 23:19:59,62.25243063053709,71.23455898533052,62.25243063053709,
2022-01-16 23:19:59,65.43850957412056,74.49592558526338,65.43850957412056,
2022-01-16 23:19:59,67.54705858024867,76.6701699852186,67.54705858024867,
2022-01-16 23:19:59,68.95512894720547,78.11966625185542,68.95512894720547,
2022-01-16 23:19:59,70.83005129633445,80.02472257197054,70.83005129633445,
2022-01-16 23:19:59,72.80730409646287,82.02426116443937,72.80730409646287,
2022-01-16 23:19:59,74.1393296267005,83.35728689275192,74.1393296267005,
2022-01-16 23:19:59,75.05497497177267,84.24597071162695,75.05497497177267,
2022-01-16 23:19:59,75.70476682328119,84.83842659087698,75.70476682328119,
2022-01-16 23:19:59,76.18723916289827,85.23339717704366,76.18723916289827,
2022-01-16 23:19:59,76.99606933173747,85.93580617323282,76.99606933173747,
2022-01-16 23:19:59,77.56382138613077,86.37569315745164,77.56382138613077,
2022-01-16 23:19:59,78.16542669682896,86.83194966162361,78.16542669682896,
2022-01-16 23:19:59,78.632567102161,87.13612066440493,78.632567102161,
2022-01-16 23:19:59,79.01487023844444,87.3389013329258,79.01487023844444,
2022-01-16 23:19:59,79.34439753211032,87.47408844527305,79.34439753211032,
2022-01-16 23:19:59,79.60281020101174,87.5245447433721,79.60281020101174,
2022-01-16 23:19:59,79.60281020101174,83.61034178404682,79.60281020101174,
2022-01-16 23:19:59,79.60281020101174,80.96655644526736,79.60281020101174,
2022-01-16 23:19:59,86.80494637177243,79.20403288608105,,86.80494637177243
2022-01-16 23:19:59,86.68615251524095,79.19855699864505,,86.68615251524095
2022-01-16 23:19:59,86.54667096245566,79.19490640702104,,86.54667096245566
2022-01-16 23:19:59,86.4006210061966,79.20330352624494,,86.4006210061966
2022-01-16 23:19:59,86.23644786235327,79.20890160572753,,86.23644786235327
2022-01-16 23:19:59,86.05802137441182,79.21263365871593,,86.05802137441182
2022-01-16 23:19:59,85.81818497370504,79.16373108364611,,85.81818497370504
2022-01-16 23:19:59,85.6019835386208,79.14572347609825,,85.6019835386208
2022-01-16 23:19:59,85.38640620451173,79.13371840439969,,85.38640620451173
2022-01-16 23:19:59,85.20514333289748,79.15933256624417,,85.20514333289748
2022-01-16 23:19:59,85.01336385391559,79.1764086741405,,85.01336385391559
2022-01-16 23:19:59,85.01336385391559,80.78512473129906,,85.01336385391559
2022-01-16 23:19:59,85.01336385391559,82.02534753641031,,85.01336385391559
2022-01-16 23:19:59,85.01336385391559,82.86463015710626,,85.01336385391559
2022-01-16 23:19:59,85.01336385391559,83.35108125874815,,85.01336385391559
